ID,date,cluster_id,electricity_consumption,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year,month,day_of_week,day_of_year,is_weekend,month_sin,month_cos,day_sin,day_cos,is_pandemic,cluster_id_encoded,HDD,daylight_ratio,temp_lag_1,sun_lag_1,temp_lag_2,sun_lag_2,temp_lag_7,sun_lag_7,temp_roll_mean_3,temp_roll_mean_7
cluster_1_2017-08-04,2017-08-04,cluster_1,5.610870084521874,24.5,15.9,23.5,15.1,22402.91333333333,53969.21,21.4,41.8,246.335261949223,11.046666666666669,2.9133333333333336,2017,8,4,216,0,-0.8660254037844385,-0.5000000000000004,-0.5452404385406507,-0.8382797052177745,0,0,0.0,0.4150977610302671,26.3,29643.61,25.1,8349.203333333333,21.8,20395.52,25.033333333333328,24.542857142857144
cluster_1_2017-08-05,2017-08-05,cluster_1,5.473979297176235,21.8,14.3,20.3,12.6,44363.99,53788.63333333333,24.2,49.3,285.9938848381901,18.8,3.673333333333333,2017,8,5,217,1,-0.8660254037844385,-0.5000000000000004,-0.5595892624101763,-0.828770087174504,0,0,0.0,0.824768403329266,24.5,22402.91333333333,26.3,29643.61,26.6,21676.716666666664,25.299999999999994,24.928571428571427
cluster_1_2017-08-06,2017-08-06,cluster_1,5.380026377474579,22.5,10.7,21.1,10.0,48277.39666666667,53605.95333333333,14.9,32.8,295.7081411007396,19.953333333333333,3.61,2017,8,6,218,1,-0.8660254037844385,-0.5000000000000004,-0.5737722679043243,-0.8190148866680802,0,0,0.0,0.9005808699194868,21.8,44363.99,24.5,22402.91333333333,25.0,39554.40333333333,24.19999999999999,24.24285714285714
cluster_1_2017-08-07,2017-08-07,cluster_1,5.5426429854499,24.8,9.5,24.0,8.6,47163.50333333333,53421.34333333333,19.6,40.3,27.333363422059588,23.566666666666663,4.3,2017,8,0,219,0,-0.8660254037844385,-0.5000000000000004,-0.5877852522924734,-0.8090169943749472,0,0,0.0,0.8828422789141347,22.5,48277.39666666667,21.8,44363.99,23.3,30860.02666666667,22.933333333333326,23.885714285714283
cluster_1_2017-08-08,2017-08-08,cluster_1,5.569340191105999,21.5,13.5,20.7,12.9,21054.713333333333,53235.0,18.4,40.0,282.5904788467485,9.973333333333334,2.043333333333333,2017,8,1,220,0,-0.8660254037844385,-0.5000000000000004,-0.6016240632249227,-0.7987793728863648,0,0,0.0,0.3954976582262629,24.8,47163.50333333333,22.5,48277.39666666667,23.7,28705.103333333333,23.033333333333328,24.099999999999998
cluster_1_2017-08-09,2017-08-09,cluster_1,5.564451439427222,20.3,10.9,20.5,9.8,38915.58,53047.09333333333,14.5,28.8,232.89383823928856,18.02,3.036666666666666,2017,8,2,221,0,-0.8660254037844385,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,0,0,0.0,0.7335905506625813,21.5,21054.713333333333,24.8,47163.50333333333,25.1,8349.203333333333,22.933333333333323,23.785714285714285
cluster_1_2017-08-10,2017-08-10,cluster_1,5.555939636278489,19.7,10.1,19.5,9.0,38138.63,52857.793333333335,26.0,51.5,30.115001746939043,16.75,2.766666666666667,2017,8,3,222,0,-0.8660254037844385,-0.5000000000000004,-0.6287628145958345,-0.7775971469736268,0,0,0.0,0.7215191190516519,20.3,38915.58,21.5,21054.713333333333,26.3,29643.61,22.19999999999999,23.1
cluster_1_2017-08-11,2017-08-11,cluster_1,5.55245558196447,21.0,10.0,19.5,9.4,39217.66333333333,52667.27,23.9,45.7,295.3780778653654,17.843333333333334,3.203333333333333,2017,8,4,223,0,-0.8660254037844385,-0.5000000000000004,-0.6420547132365636,-0.7666588193001592,0,0,0.0,0.7446165088265351,19.7,38138.63,20.3,38915.58,24.5,22402.91333333333,20.49999999999999,22.157142857142855
cluster_1_2017-08-12,2017-08-12,cluster_1,5.444851974732339,20.1,12.9,18.7,11.3,6627.463333333333,52475.693333333336,21.4,41.4,245.36100044750697,5.273333333333333,1.6266666666666667,2017,8,5,224,1,-0.8660254037844385,-0.5000000000000004,-0.655156357209085,-0.7554933140726804,0,0,0.0,0.12629346310438258,21.0,39217.66333333333,19.7,38138.63,21.8,44363.99,20.333333333333325,21.657142857142855
cluster_1_2017-08-13,2017-08-13,cluster_1,5.35792971147918,21.5,12.7,20.7,12.0,37826.63999999999,52283.21,13.0,25.6,302.6690803814741,15.44,2.803333333333333,2017,8,6,225,1,-0.8660254037844385,-0.5000000000000004,-0.6680638642135333,-0.7441039398713608,0,0,0.0,0.7234811427771404,20.1,6627.463333333333,21.0,39217.66333333333,22.5,48277.39666666667,20.266666666666655,21.414285714285715
cluster_1_2017-08-14,2017-08-14,cluster_1,5.484099594970972,25.9,11.3,26.2,10.6,40874.50666666667,52089.98333333334,14.0,26.6,127.43759739188988,20.633333333333333,3.963333333333333,2017,8,0,226,0,-0.8660254037844385,-0.5000000000000004,-0.6807734094770159,-0.7324940716135792,0,0,0.0,0.7846752748956233,21.5,37826.63999999999,20.1,6627.463333333333,24.8,47163.50333333333,20.866666666666656,21.271428571428572
cluster_1_2017-08-15,2017-08-15,cluster_1,5.428257317660237,27.2,14.7,26.9,15.0,37100.87333333333,51896.16666666666,21.1,47.5,271.80192192145654,15.943333333333332,3.2099999999999995,2017,8,1,227,0,-0.8660254037844385,-0.5000000000000004,-0.6932812268869771,-0.7206671495538615,0,0,0.0,0.7148920782444771,25.9,40874.50666666667,21.5,37826.63999999999,21.5,21054.713333333333,22.49999999999999,21.428571428571427
cluster_1_2017-08-16,2017-08-16,cluster_1,5.5551625828952576,24.2,10.7,24.4,10.3,34870.57,51701.90333333333,14.5,24.5,230.03286748729496,15.853333333333332,2.9500000000000006,2017,8,2,228,0,-0.8660254037844385,-0.5000000000000004,-0.7055836101071774,-0.70862667826446,0,0,0.0,0.6744412354406146,27.2,37100.87333333333,25.9,40874.50666666667,20.3,38915.58,24.866666666666656,22.24285714285714
cluster_1_2017-08-17,2017-08-17,cluster_1,5.598999569926837,23.0,16.5,22.7,15.8,12860.503333333334,51507.15,27.0,50.0,215.66653499840567,8.626666666666667,2.14,2017,8,3,229,0,-0.8660254037844385,-0.5000000000000004,-0.7176769136759615,-0.6963762255968726,0,0,0.0,0.24967899901924906,24.2,34870.57,27.2,37100.87333333333,19.7,38138.63,25.766666666666655,22.8
cluster_1_2017-08-18,2017-08-18,cluster_1,5.585940687273969,20.6,14.5,20.9,12.1,24658.17333333333,51310.496666666666,26.1,51.8,248.38760843315023,11.616666666666667,2.43,2017,8,4,230,0,-0.8660254037844385,-0.5000000000000004,-0.7295575540864876,-0.6839194216246105,0,0,0.0,0.4805584505460731,23.0,12860.503333333334,24.2,34870.57,21.0,39217.66333333333,24.799999999999986,23.271428571428572
cluster_1_2017-08-19,2017-08-19,cluster_1,5.442348444053663,19.4,11.7,17.2,9.2,46090.05000000001,51111.75666666666,23.4,46.4,261.0061151618099,16.77,3.3433333333333337,2017,8,5,231,1,-0.8660254037844385,-0.5000000000000004,-0.7412220108485957,-0.6712599575675315,0,0,0.0,0.9017328159499911,20.6,24658.17333333333,23.0,12860.503333333334,20.1,6627.463333333333,22.59999999999999,23.214285714285715
cluster_1_2017-08-20,2017-08-20,cluster_1,5.362132188378425,20.1,10.8,19.2,9.4,31866.59,50911.11000000001,15.8,33.8,265.0080158152948,14.743333333333332,2.7466666666666666,2017,8,6,232,1,-0.8660254037844385,-0.5000000000000004,-0.7526668275320083,-0.6584015846980489,0,0,0.0,0.6259137560788581,19.4,46090.05000000001,20.6,24658.17333333333,21.5,37826.63999999999,20.99999999999999,23.114285714285717
cluster_1_2017-08-21,2017-08-21,cluster_1,5.587061374946195,23.9,15.1,25.3,13.9,14777.533333333333,50708.73,16.9,33.1,242.3994824711671,8.286666666666667,1.85,2017,8,0,233,0,-0.8660254037844385,-0.5000000000000004,-0.7638886127905429,-0.64534811322955,0,0,0.0,0.2914141592418917,20.1,31866.59,19.4,46090.05000000001,25.9,40874.50666666667,20.03333333333332,22.914285714285715
cluster_1_2017-08-22,2017-08-22,cluster_1,5.645001568817095,27.4,15.8,27.7,16.3,37231.82,50504.76666666666,16.3,32.8,104.36215920470232,16.456666666666667,3.353333333333333,2017,8,1,234,0,-0.8660254037844385,-0.5000000000000004,-0.7748840413670406,-0.6321034111873488,0,0,0.0,0.737179582793516,23.9,14777.533333333333,20.1,31866.59,27.2,37100.87333333333,21.133333333333326,22.62857142857143
cluster_1_2017-08-23,2017-08-23,cluster_1,5.652215458599766,29.0,14.8,30.0,14.9,38812.89000000001,50299.40333333333,20.0,40.3,237.4777404497703,18.25,3.6533333333333338,2017,8,2,235,0,-0.8660254037844385,-0.5000000000000004,-0.7856498550787144,-0.6186714032625032,0,0,0.0,0.7716218445166877,27.4,37231.82,23.9,14777.533333333333,24.2,34870.57,23.799999999999986,22.657142857142855
cluster_1_2017-08-24,2017-08-24,cluster_1,5.666845285609381,23.9,13.8,23.7,13.5,38969.93666666667,50092.793333333335,14.5,31.3,303.09858488181135,15.796666666666669,2.973333333333333,2017,8,3,236,0,-0.8660254037844385,-0.5000000000000004,-0.7961828637826154,-0.6050560696488494,0,0,0.0,0.7779394227016015,29.0,38812.89000000001,27.4,37231.82,23.0,12860.503333333334,26.766666666666655,23.342857142857145
cluster_1_2017-08-25,2017-08-25,cluster_1,5.659882832366183,25.5,14.6,27.4,14.8,21422.47,49885.08,14.4,38.9,37.05319627661931,12.736666666666666,2.5733333333333333,2017,8,4,237,0,-0.8660254037844385,-0.5000000000000004,-0.8064799463209447,-0.5912614448635782,0,0,0.0,0.4294278083184728,23.9,38969.93666666667,29.0,38812.89000000001,20.6,24658.17333333333,26.766666666666655,23.471428571428568
cluster_1_2017-08-26,2017-08-26,cluster_1,5.532175313179448,27.3,15.6,28.2,16.4,43594.28333333333,49676.426666666666,15.2,33.5,319.35603809125195,17.913333333333334,3.4033333333333338,2017,8,5,238,1,-0.8660254037844385,-0.5000000000000004,-0.8165380514459157,-0.5772916165517278,0,0,0.0,0.8775471327419805,25.5,21422.47,23.9,38969.93666666667,19.4,46090.05000000001,26.133333333333326,24.17142857142857
cluster_1_2017-08-27,2017-08-27,cluster_1,5.438553109705354,26.7,16.4,29.7,16.6,41579.496666666666,49466.97666666666,14.2,32.4,30.12674039186541,19.69333333333333,3.766666666666667,2017,8,6,239,1,-0.8660254037844385,-0.5000000000000004,-0.8263541987239094,-0.5631507242749187,0,0,0.0,0.8405336031195401,27.3,43594.28333333333,25.5,21422.47,20.1,31866.59,25.56666666666666,25.3
cluster_1_2017-08-28,2017-08-28,cluster_1,5.675348705993653,29.6,15.2,32.4,15.5,44264.62,49256.86666666666,12.4,27.0,68.28732572270681,20.316666666666663,4.016666666666667,2017,8,0,240,0,-0.8660254037844385,-0.5000000000000004,-0.8359254794186365,-0.5488429582847199,0,0,0.0,0.8986304725607281,26.7,41579.496666666666,27.3,43594.28333333333,23.9,14777.533333333333,26.49999999999999,26.24285714285714
cluster_1_2017-08-29,2017-08-29,cluster_1,5.723349780148729,31.6,16.6,33.8,17.5,43769.01,49046.246666666666,18.1,40.0,92.79391357374438,20.33333333333333,4.343333333333334,2017,8,1,241,0,-0.8660254037844385,-0.5000000000000004,-0.8452490573530634,-0.5343725582809785,0,0,0.0,0.8923846489785972,29.6,44264.62,26.7,41579.496666666666,27.4,37231.82,27.866666666666656,27.057142857142857
cluster_1_2017-08-30,2017-08-30,cluster_1,5.7091447386531495,26.2,12.9,26.4,11.2,10996.62,48835.25333333333,26.8,52.6,290.56725951063913,6.096666666666667,1.656666666666667,2017,8,2,242,0,-0.8660254037844385,-0.5000000000000004,-0.8543221697498269,-0.5197438121555157,0,0,0.0,0.22517329339214942,31.6,43769.01,29.6,44264.62,29.0,38812.89000000001,29.299999999999994,27.657142857142855
cluster_1_2017-08-31,2017-08-31,cluster_1,5.684011646854412,19.5,11.9,17.9,10.1,37486.39000000001,48624.01,20.9,45.7,270.483561768163,14.056666666666668,2.5033333333333334,2017,8,3,243,0,-0.8660254037844385,-0.5000000000000004,-0.8631421280499115,-0.5049610547215202,0,0,0.0,0.7709281705032042,26.2,10996.62,31.6,43769.01,23.9,38969.93666666667,29.133333333333326,27.257142857142856
cluster_1_2017-09-01,2017-09-01,cluster_1,5.669446345806916,19.8,10.2,19.8,9.8,39296.64333333333,48412.66,13.7,34.9,350.3091537431912,14.160000000000002,2.336666666666667,2017,9,4,244,0,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594,0,0,0.0,0.8116850354493614,19.5,37486.39000000001,26.2,10996.62,25.5,21422.47,25.766666666666662,26.62857142857143
cluster_1_2017-09-02,2017-09-02,cluster_1,5.51163681904148,19.6,10.5,18.9,9.4,43356.600000000006,48201.33,16.1,33.8,330.71039909170435,16.30666666666667,2.72,2017,9,5,245,1,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502,0,0,0.0,0.8994710421674638,19.8,39296.64333333333,19.5,37486.39000000001,27.3,43594.28333333333,21.833333333333325,25.814285714285717
cluster_1_2017-09-03,2017-09-03,cluster_1,5.429823584890741,20.4,9.4,18.3,8.2,15832.43,47990.14666666667,20.6,38.2,165.33499428378383,8.766666666666667,1.9633333333333336,2017,9,6,246,1,-1.0,-1.8369701987210297e-16,-0.888057322629493,-0.4597327394521046,0,0,0.0,0.3299031404681308,19.6,43356.600000000006,19.8,39296.64333333333,26.7,41579.496666666666,19.633333333333326,24.714285714285715
cluster_1_2017-09-04,2017-09-04,cluster_1,5.6548653024215865,21.9,14.2,22.9,12.7,3282.2333333333336,47779.23666666666,17.5,31.7,186.32971785268663,5.65,1.53,2017,9,0,247,0,-1.0,-1.8369701987210297e-16,-0.8958392907349089,-0.4443781781046134,0,0,0.0,0.06869437161292143,20.4,15832.43,19.6,43356.600000000006,29.6,44264.62,19.933333333333323,23.814285714285717
cluster_1_2017-09-05,2017-09-05,cluster_1,5.696338167766965,23.2,15.8,21.7,14.6,19416.97333333333,47568.716666666674,28.5,51.8,225.0,9.096666666666668,2.2533333333333334,2017,9,1,248,0,-1.0,-1.8369701987210297e-16,-0.9033558023246842,-0.4288919379124841,0,0,0.0,0.4081792933389344,21.9,3282.2333333333336,20.4,15832.43,31.6,43769.01,20.633333333333326,22.714285714285715
cluster_1_2017-09-06,2017-09-06,cluster_1,5.689436731448918,19.9,13.7,19.0,11.5,27796.096666666665,47358.536666666674,25.3,48.2,274.6665349984058,10.67,2.7,2017,9,2,249,0,-1.0,-1.8369701987210297e-16,-0.9106046300942162,-0.41327860778290443,0,0,0.0,0.5869165668217051,23.2,19416.97333333333,21.9,3282.2333333333336,26.2,10996.62,21.833333333333325,21.514285714285712
cluster_1_2017-09-07,2017-09-07,cluster_1,5.694869538855998,19.4,12.1,17.4,10.9,22674.35,47147.27666666667,23.0,43.9,244.66667042747105,9.163333333333334,2.06,2017,9,3,250,0,-1.0,-1.8369701987210297e-16,-0.9175836260593934,-0.3975428142825566,0,0,0.0,0.48091577472290775,19.9,27796.096666666665,23.2,19416.97333333333,19.5,37486.39000000001,21.666666666666657,20.614285714285717
cluster_1_2017-09-08,2017-09-08,cluster_1,5.695535226068119,18.9,14.5,16.4,11.6,3042.8700000000003,46934.72,29.6,55.4,227.0168708191585,4.706666666666667,1.6166666666666665,2017,9,4,251,0,-1.0,-1.8369701987210297e-16,-0.9242907221930934,-0.3816892202666586,0,0,0.0,0.06483058105852005,19.4,22674.35,19.9,27796.096666666665,19.8,39296.64333333333,20.83333333333332,20.599999999999998
cluster_1_2017-09-09,2017-09-09,cluster_1,5.518809405708755,17.8,11.9,15.2,10.0,39980.38333333333,46721.00666666668,23.3,48.6,251.7111455663518,13.09666666666667,2.11,2017,9,5,252,1,-1.0,-1.8369701987210297e-16,-0.9307239310379793,-0.3657225234972692,0,0,0.1999999999999993,0.8557077528490853,18.9,3042.8700000000003,19.4,22674.35,19.6,43356.600000000006,19.399999999999988,20.471428571428568
cluster_1_2017-09-10,2017-09-10,cluster_1,5.431212306679632,19.3,9.6,16.5,7.8,25539.10666666667,46506.27333333334,29.8,58.7,229.0165971337593,10.53,2.28,2017,9,6,253,1,-1.0,-1.8369701987210297e-16,-0.9368813462954315,-0.34964745525122826,0,0,0.0,0.5491422058571197,17.8,39980.38333333333,18.9,3042.8700000000003,20.4,15832.43,18.69999999999999,20.214285714285715
cluster_1_2017-09-11,2017-09-11,cluster_1,5.672642623214806,17.5,12.4,13.4,8.5,38131.693333333336,46290.65666666667,37.5,74.2,240.3462382308425,12.366666666666667,2.4233333333333333,2017,9,0,254,0,-1.0,-1.8369701987210297e-16,-0.9427611433904206,-0.33346877891818705,0,0,0.5,0.8237271266377232,19.3,25539.10666666667,17.8,39980.38333333333,21.9,3282.2333333333336,18.666666666666657,20.057142857142853
cluster_1_2017-09-12,2017-09-12,cluster_1,5.703485763975274,17.2,11.9,14.8,9.0,35359.92333333334,46074.29,33.3,58.7,243.3330925501716,11.733333333333334,2.3666666666666667,2017,9,1,255,0,-1.0,-1.8369701987210297e-16,-0.9483615800121716,-0.31719128858910595,0,0,0.8000000000000007,0.7674378898826972,17.5,38131.693333333336,19.3,25539.10666666667,23.2,19416.97333333333,18.199999999999992,19.428571428571427
cluster_1_2017-09-13,2017-09-13,cluster_1,5.73959353539182,19.3,13.5,15.6,9.3,6849.0233333333335,45857.29666666667,38.3,77.8,238.6683322396841,6.349999999999999,2.103333333333333,2017,9,2,256,0,-1.0,-1.8369701987210297e-16,-0.9536809966304455,-0.300819807635668,0,0,0.0,0.14935189117723444,17.2,35359.92333333334,17.5,38131.693333333336,19.9,27796.096666666665,17.99999999999999,18.571428571428573
cluster_1_2017-09-14,2017-09-14,cluster_1,5.7263134028961,16.6,10.2,13.1,6.4,39869.27333333334,45639.81333333333,32.1,64.4,260.0024421460581,13.063333333333333,2.266666666666667,2017,9,3,257,0,-1.0,-1.8369701987210297e-16,-0.9587178169872964,-0.2843591872810036,0,0,1.3999999999999986,0.8735443218803289,19.3,6849.0233333333335,17.2,35359.92333333334,19.4,22674.35,17.99999999999999,18.485714285714284
cluster_1_2017-09-15,2017-09-15,cluster_1,5.732266265623168,15.8,8.8,14.4,6.8,39860.19,45421.96333333334,14.4,34.9,261.7631102388011,13.21,1.9433333333333327,2017,9,4,258,0,-1.0,-1.8369701987210297e-16,-0.9634705485641486,-0.26781430516217486,0,0,2.1999999999999993,0.8775338964014456,16.6,39869.27333333334,19.3,6849.0233333333335,18.9,3042.8700000000003,17.699999999999992,18.085714285714285
cluster_1_2017-09-16,2017-09-16,cluster_1,5.5903748529004655,15.4,6.1,14.9,4.4,36680.833333333336,45203.87,10.8,24.8,251.9186000040748,12.506666666666666,1.7966666666666669,2017,9,5,259,1,-1.0,-1.8369701987210297e-16,-0.9679377830240642,-0.25119006388481957,0,0,2.5999999999999996,0.8114354345744902,15.8,39860.19,16.6,39869.27333333334,17.8,39980.38333333333,17.233333333333324,17.642857142857142
cluster_1_2017-09-17,2017-09-17,cluster_1,5.532922976765679,15.8,6.9,15.6,5.1,36990.82666666667,44985.66,14.7,33.5,350.781346941484,13.663333333333334,2.0,2017,9,6,260,1,-1.0,-1.8369701987210297e-16,-0.9721181966290612,-0.23449138957041052,0,0,2.1999999999999993,0.822262125409325,15.4,36680.833333333336,15.8,39860.19,19.3,25539.10666666667,15.933333333333325,17.3
cluster_1_2017-09-18,2017-09-18,cluster_1,5.746647181418483,15.8,7.0,14.3,5.0,37132.9,44767.456666666665,18.8,39.6,274.3596168009777,12.483333333333333,1.7699999999999998,2017,9,0,261,0,-1.0,-1.8369701987210297e-16,-0.9760105506323682,-0.21772323039653224,0,0,2.1999999999999993,0.8294433796653106,15.8,36990.82666666667,15.4,36680.833333333336,17.5,38131.693333333336,15.666666666666657,16.8
cluster_1_2017-09-19,2017-09-19,cluster_1,5.774088705531238,16.6,8.8,14.9,7.1,36901.14333333333,44549.38333333333,16.6,35.6,303.002747204715,12.783333333333331,1.96,2017,9,1,262,0,-1.0,-1.8369701987210297e-16,-0.9796136916454901,-0.20089055513063528,0,0,1.3999999999999986,0.8283013651584742,15.8,37132.9,15.8,36990.82666666667,17.2,35359.92333333334,15.666666666666657,16.557142857142857
cluster_1_2017-09-20,2017-09-20,cluster_1,5.774862056337153,18.5,7.4,17.3,5.6,31843.63333333333,44331.56,16.9,33.8,223.5639469977135,11.88,2.07,2017,9,2,263,0,-1.0,-1.8369701987210297e-16,-0.9829265519799822,-0.18399835165767986,0,0,0.0,0.7182899731784795,16.6,36901.14333333333,15.8,37132.9,19.3,6849.0233333333335,16.06666666666666,16.47142857142857
cluster_1_2017-09-21,2017-09-21,cluster_1,5.761054030243529,21.0,8.3,18.8,6.1,35163.73666666667,44114.113333333335,17.8,34.9,171.6451145236348,14.606666666666667,2.53,2017,9,3,264,0,-1.0,-1.8369701987210297e-16,-0.9859481499638303,-0.1670516255021195,0,0,0.0,0.7970904755694459,18.5,31843.63333333333,16.6,36901.14333333333,16.6,39869.27333333334,16.966666666666658,16.357142857142858
cluster_1_2017-09-22,2017-09-22,cluster_1,5.743140998825928,18.3,8.8,17.4,7.8,36314.53333333333,43897.15666666667,11.9,24.8,309.3042764262688,13.79,2.12,2017,9,4,265,0,-1.0,-1.8369701987210297e-16,-0.9886775902323404,-0.15005539834465262,0,0,0.0,0.8272450619984271,21.0,35163.73666666667,18.5,31843.63333333333,15.8,39860.19,18.699999999999992,16.985714285714288
cluster_1_2017-09-23,2017-09-23,cluster_1,5.579560000245893,19.8,7.2,18.0,5.9,33055.816666666666,43680.82333333333,13.6,28.1,93.0,13.096666666666666,2.18,2017,9,5,266,1,-1.0,-1.8369701987210297e-16,-0.9911140639934546,-0.13301470653419636,0,0,0.0,0.7567407709705647,18.3,36314.53333333333,21.0,35163.73666666667,15.4,36680.833333333336,19.266666666666655,17.342857142857145
cluster_1_2017-09-24,2017-09-24,cluster_1,5.485439880283033,22.5,9.3,22.0,7.8,35704.89666666667,43465.22666666666,13.5,29.9,125.5000649934374,13.910000000000002,2.5,2017,9,6,267,1,-1.0,-1.8369701987210297e-16,-0.9932568492674143,-0.11593459959550066,0,0,0.0,0.8214399869691934,19.8,33055.816666666666,18.3,36314.53333333333,15.8,36990.82666666667,19.699999999999992,17.97142857142857
cluster_1_2017-09-25,2017-09-25,cluster_1,5.704655426855867,20.6,10.2,20.1,8.7,18996.16333333333,43250.49,12.6,24.8,98.03168026113066,8.643333333333333,1.5633333333333332,2017,9,0,268,0,-1.0,-1.8369701987210297e-16,-0.9951053111006974,-0.09882013873287211,0,0,0.0,0.43920251841805524,22.5,35704.89666666667,19.8,33055.816666666666,15.8,37132.9,20.199999999999992,18.928571428571427
cluster_1_2017-09-26,2017-09-26,cluster_1,5.738026078936331,21.4,12.7,21.2,12.7,32480.36333333333,43036.54666666667,9.7,21.2,2.999999999999987,10.57,1.8133333333333328,2017,9,1,269,0,-1.0,-1.8369701987210297e-16,-0.99665890175417,-0.08167639533042288,0,0,0.0,0.7546983006466291,20.6,18996.16333333333,22.5,35704.89666666667,16.6,36901.14333333333,20.966666666666658,19.614285714285717
cluster_1_2017-09-27,2017-09-27,cluster_1,5.733933334606695,21.2,11.9,20.7,11.6,19111.40333333333,42821.926666666666,17.8,33.1,152.3844866176508,9.04,1.7233333333333334,2017,9,2,270,0,-1.0,-1.8369701987210297e-16,-0.9979171608653922,-0.06450844944931625,0,0,0.0,0.44628905170579175,21.4,32480.36333333333,20.6,18996.16333333333,18.5,31843.63333333333,21.49999999999999,20.300000000000004
cluster_1_2017-09-28,2017-09-28,cluster_1,5.7386540001995385,21.4,14.8,21.7,14.0,24276.53,42606.39333333333,18.0,34.9,192.31766537303315,8.506666666666666,1.6833333333333331,2017,9,3,271,0,-1.0,-1.8369701987210297e-16,-0.9988797155850335,-0.04732138832243232,0,0,0.0,0.5697727108080929,21.2,19111.40333333333,21.4,32480.36333333333,21.0,35163.73666666667,21.06666666666666,20.685714285714287
cluster_1_2017-09-29,2017-09-29,cluster_1,5.716520994104389,24.0,12.9,24.4,12.4,21798.72,42390.083333333336,20.9,40.0,201.0,7.643333333333333,1.5566666666666666,2017,9,4,272,0,-1.0,-1.8369701987210297e-16,-0.9995462806873573,-0.03012030484690836,0,0,0.0,0.5142288964070667,21.4,24276.53,21.2,19111.40333333333,18.3,36314.53333333333,21.333333333333325,20.742857142857144
cluster_1_2017-09-30,2017-09-30,cluster_1,5.571522654193402,17.7,12.3,18.0,10.6,21056.446666666667,42173.13,19.5,38.2,257.5624026081101,8.593333333333332,1.63,2017,9,5,273,1,-1.0,-1.8369701987210297e-16,-0.9999166586547379,-0.012910296075008843,0,0,0.3000000000000007,0.4992740020165601,24.0,21798.72,21.4,24276.53,19.8,33055.816666666666,22.19999999999999,21.557142857142857
cluster_1_2017-10-01,2017-10-01,cluster_1,5.5238500615841515,19.1,11.0,17.6,9.0,1853.1966666666667,41955.66333333334,23.2,45.0,187.6369541722158,3.306666666666666,1.09,2017,10,6,274,1,-0.8660254037844386,0.5000000000000001,-0.9999907397361901,0.004303538296243821,0,0,0.0,0.044169305169564244,17.7,21056.446666666667,24.0,21798.72,22.5,35704.89666666667,21.03333333333332,21.25714285714286
cluster_1_2017-10-02,2017-10-02,cluster_1,5.7278309774133405,18.7,14.5,17.3,12.7,14355.763333333334,41737.82333333333,27.1,53.3,252.06318494118003,6.8566666666666665,1.6233333333333333,2017,10,0,275,0,-0.8660254037844386,0.5000000000000001,-0.9997685019798909,0.021516097436222233,0,0,0.0,0.34394269380058395,19.1,1853.1966666666667,17.7,21056.446666666667,20.6,18996.16333333333,20.26666666666666,20.771428571428572
cluster_1_2017-10-03,2017-10-03,cluster_1,5.739545293099723,15.9,9.9,15.3,8.3,33650.736666666664,41519.73666666666,17.7,34.6,302.33003382966785,10.316666666666665,1.7133333333333332,2017,10,1,276,0,-0.8660254037844386,0.5000000000000001,-0.9992500112396835,0.03872228089217399,0,0,2.0999999999999996,0.8104561568071088,18.7,14355.763333333334,19.1,1853.1966666666667,21.4,32480.36333333333,18.49999999999999,20.5
cluster_1_2017-10-04,2017-10-04,cluster_1,5.771945668722675,16.5,7.9,14.4,6.1,32155.573333333334,41301.55,17.2,36.0,252.6677210568365,10.36,1.6966666666666663,2017,10,2,277,0,-0.8660254037844386,0.5000000000000001,-0.9984354211555643,0.05591699010060302,0,0,1.5,0.7785372412437811,15.9,33650.736666666664,18.7,14355.763333333334,21.2,19111.40333333333,17.89999999999999,19.714285714285715
cluster_1_2017-10-05,2017-10-05,cluster_1,5.793772466719773,17.2,7.7,15.3,6.0,9327.066666666668,41083.39333333333,31.0,60.8,267.0168708191585,4.256666666666667,0.98,2017,10,3,278,0,-0.8660254037844386,0.5000000000000001,-0.9973249731081555,0.07309512989807776,0,0,0.8000000000000007,0.22702213443904654,16.5,32155.573333333334,15.9,33650.736666666664,21.4,24276.53,17.033333333333324,19.042857142857144
cluster_1_2017-10-06,2017-10-06,cluster_1,5.784148207074703,14.9,7.2,12.0,4.5,36399.04,40865.4,22.1,41.8,320.02375010963164,10.19,1.78,2017,10,4,279,0,-0.8660254037844386,0.5000000000000001,-0.9959189961471792,0.0902516100310407,0,0,3.0999999999999996,0.8906837891274983,17.2,9327.066666666668,16.5,32155.573333333334,24.0,21798.72,16.533333333333328,18.442857142857143
